2025-11-19 13:24:10 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-21 07:22:56 | INFO | LaunchLandingPage | Clicking element (xpath, //button[@data-testid='header-sign-up-button']) - Attempt 1
2025-11-21 07:26:29 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-21 07:26:49 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-21 07:26:49 | INFO | LaunchLandingPage | Clicking element (xpath, //button[@id='onetrust-accept-btn-handler']) - Attempt 1
2025-11-21 07:26:53 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-21 07:26:53 | INFO | LaunchLandingPage | Clicking element (xpath, //button[@data-testid='header-sign-up-button']) - Attempt 1
2025-11-21 14:02:51 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-21 14:03:10 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-21 14:03:10 | INFO | LaunchLandingPage | Clicking element (xpath, //button[@id='onetrust-accept-btn-handler']) - Attempt 1
2025-11-21 14:03:14 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-21 14:03:14 | INFO | LaunchLandingPage | Clicking element (xpath, //button[@data-testid='header-sign-up-button']) - Attempt 1
2025-11-21 14:20:09 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-21 14:20:39 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-21 14:20:39 | INFO | LaunchLandingPage | Clicking element (xpath, //button[@id='onetrust-accept-btn-handler']) - Attempt 1
2025-11-21 14:20:39 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-21 14:20:39 | INFO | LaunchLandingPage | Clicking element (xpath, //button[@data-testid='header-sign-up-button']) - Attempt 1
